"Species2","Sahara","Arabian","Thar","Gobi","Chihuahuan","Great_Basin","Kalahari","Atacama","Patagonian","Great_Australian","Family2","Order2","Avibase.ID2","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle"
"Monticola rufocinereus",0,1,0,0,0,0,0,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-566669CC",9,4,5,0,4,19.8,11.1,4.2,4.7,23.8,80.5,13.1,67.2,16.3,59.3,24,"Dunning","NA","NO","NA","NA","Rock",2,"1","Carnivore","Invertivore","Insessorial"
"Monticola saxatilis",1,1,1,1,0,0,0,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-736D38E7",22,11,11,0,4,25.2,14.1,4.9,5.3,27.9,120.8,43.8,77,36.2,62,50.3,"Dunning","NA","NO","NA","NA","Rock",2,"3","Carnivore","Invertivore","Insessorial"
"Monticola solitarius",1,1,1,0,0,0,0,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-41D76F4B",31,14,17,0,8,28.1,15.7,5.3,6,28.3,121.1,35.8,85.4,29.5,84.6,53.7,"Dunning","NA","NO","NA","NA","Rock",3,"2","Carnivore","Omnivore","Insessorial"
"Montifringilla henrici",0,0,0,1,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-D1C47869",4,2,2,0,4,18.6,14.3,7.7,9.6,21.6,116.6,43.6,73,37.4,73.6,40,"Updated_literature","Dunning (2021)","NO","NA","NA","Rock",3,"2","Herbivore","Granivore","Terrestrial"
"Montifringilla nivalis",0,1,0,1,0,0,0,0,0,0,"Passeridae","Passeriformes","AVIBASE-3E389D03",13,6,7,0,4,14.4,10.8,7.1,7.9,21.1,119,45.4,73.6,38.1,69.6,36.9,"Dunning","NA","NO","NA","NA","Rock",3,"2","Herbivore","Granivore","Terrestrial"
"Morus bassanus",1,0,0,0,0,0,0,0,0,0,"Sulidae","Suliformes","AVIBASE-534FB490",6,2,3,1,4,98.7,98,24.8,32,60,485.8,300.5,183.5,62.1,206.2,2998.7,"Dunning","NA","NO","NA","NA","Marine",3,"2","Carnivore","Aquatic predator","Aerial"
"Motacilla aguimp",1,0,0,0,0,0,1,0,0,0,"Motacillidae","Passeriformes","AVIBASE-CE7D41A6",9,4,5,0,4,18.7,10.5,3.5,3.7,24,91.3,23.1,68.1,25.3,94.2,27,"Dunning","NA","NO","NA","NA","Riverine",2,"1","Carnivore","Invertivore","Terrestrial"
"Motacilla alba",1,1,1,1,0,1,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-400E032C",27,11,16,0,10,16.1,9.7,3.4,3.5,23.4,87,27.4,59.7,31.4,86.8,23.9,"Dunning","NA","NO","NA","NA","Human Modified",3,"3","Carnivore","Invertivore","Terrestrial"
"Motacilla capensis",0,0,0,0,0,0,1,0,0,0,"Motacillidae","Passeriformes","AVIBASE-4F2CC293",5,2,3,0,4,16.6,10.2,3.2,3.6,23.1,81.6,21,60,25.9,86.2,20.8,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Invertivore","Terrestrial"
"Motacilla cinerea",1,1,1,1,0,0,0,0,0,1,"Motacillidae","Passeriformes","AVIBASE-AE073221",17,8,9,0,4,17.4,10.8,3.1,3,18.2,82.8,28.6,54,34.6,94.4,17.2,"Dunning","NA","NO","NA","NA","Riverine",3,"2","Carnivore","Invertivore","Terrestrial"
"Motacilla citreola",0,1,1,1,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-5B0295C1",5,2,3,0,4,16.2,9.6,3.2,3.5,25.3,85.5,24.2,61.7,28.2,82.8,19.1,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial"
"Motacilla flava",1,1,1,1,0,0,1,0,0,0,"Motacillidae","Passeriformes","AVIBASE-5983D677",21,10,11,0,4,16,9.6,3.2,3.5,23.1,79.5,24.7,54.5,31.1,70.6,17.7,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Motacilla maderaspatensis",0,0,1,0,0,0,0,0,0,0,"Motacillidae","Passeriformes","AVIBASE-F75CF94C",5,2,3,0,4,18.8,11.8,3.7,4.1,25.8,97.1,24.8,71.6,25.6,105.4,30.5,"Dunning","NA","NO","NA","NA","Riverine",3,"1","Carnivore","Invertivore","Terrestrial"
"Motacilla tschutschensis",0,0,0,1,0,0,0,0,0,1,"Motacillidae","Passeriformes","AVIBASE-5487B650",4,2,2,0,4,15.9,9.5,3.4,3.4,24.3,78.8,26.4,52.3,33.5,66.5,18.5,"Updated_literature","Dunning (2021)","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Muscicapa gambagae",0,1,0,0,0,0,0,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-7387E828",5,2,3,0,4,12.6,7.1,4.2,3.5,14.7,71.9,15.1,57.3,20.8,60.2,13,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Muscicapa sibirica",0,0,1,1,0,0,0,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-BCB683C2",7,3,4,0,6,11.7,6.4,4.6,3.1,13.1,75.5,24.8,50,33,45.7,13.2,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Muscicapa striata",1,1,1,1,0,0,1,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-EE8206E7",23,10,11,2,6,16.2,9.3,4.3,3.6,14.4,86.3,26.1,60.3,30.2,61.2,15.9,"Dunning","NA","NO","NA","NA","Forest",1,"3","Carnivore","Invertivore","Insessorial"
"Muscigralla brevicauda",0,0,0,0,0,0,0,1,0,0,"Tyrannidae","Passeriformes","AVIBASE-C1450281",5,2,3,0,4,14.9,8.6,3.6,3.1,25.7,60.9,9.5,51.9,15.5,35,12.6,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Carnivore","Invertivore","Terrestrial"
"Muscisaxicola albifrons",0,0,0,0,0,0,0,1,0,0,"Tyrannidae","Passeriformes","AVIBASE-B2B73C71",9,3,6,0,4,22.9,13.1,4.7,4.6,37.5,159.8,59.8,100,37.3,93.4,34,"EltonTraits_Model","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Invertivore","Terrestrial"
"Muscisaxicola albilora",0,0,0,0,0,0,0,1,1,0,"Tyrannidae","Passeriformes","AVIBASE-16B45960",5,2,3,0,4,19.3,11.1,4,3.8,30.2,113.7,37.5,76.2,33,70,22.6,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Muscisaxicola capistratus",0,0,0,0,0,0,0,1,1,0,"Tyrannidae","Passeriformes","AVIBASE-362568A3",9,3,5,1,5,19.3,11,3.9,3.8,28.1,114.6,40.6,74.1,35.3,68.8,26.6,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Muscisaxicola cinereus",0,0,0,0,0,0,0,1,0,0,"Tyrannidae","Passeriformes","AVIBASE-5B511416",4,2,2,0,4,16.8,9.4,3.2,3.4,28.6,105.6,31.3,74.3,29.6,66.5,18.6,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Invertivore","Terrestrial"
"Muscisaxicola flavinucha",0,0,0,0,0,0,0,1,1,0,"Tyrannidae","Passeriformes","AVIBASE-D96C90B5",10,4,6,0,4,19.5,11.2,3.8,3.7,31.8,137.5,53.3,83.7,38.9,78.3,36.2,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Invertivore","Terrestrial"
"Muscisaxicola frontalis",0,0,0,0,0,0,0,1,1,0,"Tyrannidae","Passeriformes","AVIBASE-6B482E47",8,0,1,7,4,21.3,12.7,4,3.8,31.7,117.3,37.4,79.8,31.9,72.8,28.9,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Muscisaxicola juninensis",0,0,0,0,0,0,0,1,0,0,"Tyrannidae","Passeriformes","AVIBASE-7C4D58E9",9,4,5,0,4,17,8.9,3.1,3.2,27.8,111.4,32.2,79.2,28.9,72.2,22.2,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Invertivore","Terrestrial"
"Muscisaxicola maclovianus",0,0,0,0,0,0,0,1,1,0,"Tyrannidae","Passeriformes","AVIBASE-604FFF1C",14,3,11,0,9,17.5,9,3.5,3.5,28.9,104.1,35.3,68.8,33.9,65.8,23.8,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Terrestrial"
"Muscisaxicola maculirostris",0,0,0,0,0,0,0,1,1,0,"Tyrannidae","Passeriformes","AVIBASE-DC8BFB79",9,4,5,0,4,16.5,9,3.5,3.1,25.5,85.5,22.4,62.8,26.2,61.3,14.2,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Carnivore","Invertivore","Terrestrial"
"Muscisaxicola rufivertex",0,0,0,0,0,0,0,1,0,0,"Tyrannidae","Passeriformes","AVIBASE-2FC7B2A5",8,3,4,1,4,19.5,11.2,3.6,3.6,28.2,105.2,28.3,76.8,26.9,71.3,20,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Carnivore","Invertivore","Terrestrial"
"Myadestes townsendi",0,0,0,0,1,1,0,0,0,0,"Turdidae","Passeriformes","AVIBASE-5459228D",5,2,3,0,4,15.7,8.2,4.4,4.6,20.9,113.3,34.3,80.6,29.9,103,33.2,"Dunning","NA","NO","NA","NA","Forest",2,"2","Omnivore","Omnivore","Insessorial"
"Mycerobas carnipes",0,0,0,1,0,0,0,0,0,0,"Fringillidae","Passeriformes","AVIBASE-E3BD8022",5,2,3,0,4,25.5,16.6,13.4,16.2,25.7,112.8,32.1,80.4,28.5,94.4,58.8,"Dunning","NA","NO","NA","NA","Forest",2,"1","Herbivore","Omnivore","Insessorial"
"Mycteria ibis",1,0,0,0,0,0,1,0,0,0,"Ciconiidae","Ciconiiformes","AVIBASE-4F92C892",4,2,1,1,4,236.4,218.2,35.5,43.1,212.2,462.5,188.9,273.6,40.9,154.2,2155.6,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Omnivore","Terrestrial"
"Mycteria leucocephala",0,0,1,0,0,0,0,0,0,0,"Ciconiidae","Ciconiiformes","AVIBASE-547013E2",5,2,3,0,4,254.2,238,37.5,46,222.2,474.2,200.8,288.2,41.1,183.5,3180,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial"
"Myiagra inquieta",0,0,0,0,0,0,0,0,0,1,"Monarchidae","Passeriformes","AVIBASE-D15675EE",15,3,12,0,6,21.9,11.2,5.7,4.3,19.2,99,18.5,79.9,18.7,95.3,20.9,"Dunning","NA","NO","NA","NA","Woodland",2,"2","Carnivore","Invertivore","Insessorial"
"Myiagra rubecula",0,0,0,0,0,0,0,0,0,1,"Monarchidae","Passeriformes","AVIBASE-CCCF40F2",20,8,12,0,4,15.9,8.1,5.7,3.9,15.3,74.2,14,60,18.9,65.6,12.1,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Myiarchus cinerascens",0,0,0,0,1,1,0,0,0,0,"Tyrannidae","Passeriformes","AVIBASE-E0A04985",6,3,3,0,4,23,14.3,6.8,6.2,22.4,96,19.8,77,20.4,89.7,28.2,"Dunning","NA","NO","NA","NA","Shrubland",2,"3","Carnivore","Invertivore","Insessorial"
"Myiarchus crinitus",0,0,0,0,1,0,0,0,0,0,"Tyrannidae","Passeriformes","AVIBASE-8D6D5F2B",18,4,6,8,4,22.7,15.5,8.5,6.9,21.8,98.8,21.6,79.4,21.4,88.1,32.1,"Dunning","NA","NO","NA","NA","Woodland",1,"3","Omnivore","Invertivore","Insessorial"
"Myiarchus nuttingi",0,0,0,0,1,0,0,0,0,0,"Tyrannidae","Passeriformes","AVIBASE-59A53D8B",5,2,3,0,4,17.5,12.3,6.5,5.5,18.9,83.2,14.9,65.6,18.5,81.9,23,"Dunning","NA","NO","NA","NA","Woodland",2,"2","Omnivore","Invertivore","Insessorial"
"Myiarchus swainsoni",0,0,0,0,0,0,0,0,1,0,"Tyrannidae","Passeriformes","AVIBASE-EF21F7B5",15,6,8,1,4,20.2,14.6,7,5.7,20.6,88.6,15,73.2,17,82.9,25.1,"Dunning","NA","NO","NA","NA","Forest",2,"3","Carnivore","Invertivore","Insessorial"
"Myiarchus tuberculifer",0,0,0,0,1,0,0,0,0,0,"Tyrannidae","Passeriformes","AVIBASE-3D57A982",49,10,17,22,10,21.1,12.9,7.1,5.2,20.1,80.4,15.5,66.8,18.8,76.5,17.7,"Dunning","NA","NO","NA","NA","Forest",1,"1","Carnivore","Invertivore","Insessorial"
"Myiarchus tyrannulus",0,0,0,0,1,0,0,0,0,0,"Tyrannidae","Passeriformes","AVIBASE-FC9E06A0",23,13,9,1,11,23.2,15.1,8.2,6.5,21.9,92,15.4,76.8,16.6,85.7,35.5,"Dunning","NA","NO","NA","NA","Woodland",2,"2","Carnivore","Invertivore","Insessorial"
"Myioborus miniatus",0,0,0,0,1,0,0,0,0,0,"Parulidae","Passeriformes","AVIBASE-CB8A9437",66,8,38,20,12,11.9,7,4.1,3.3,17.7,63.6,10.6,52,17,64.9,9,"Dunning","NA","NO","NA","NA","Forest",1,"1","Carnivore","Invertivore","Insessorial"
"Myioborus pictus",0,0,0,0,1,0,0,0,0,0,"Parulidae","Passeriformes","AVIBASE-3255D987",6,2,4,0,4,12,6.7,3.7,3.4,17.4,73.2,14.8,58.4,20.2,62.7,9.8,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Invertivore","Insessorial"
"Myiopagis viridicata",0,0,0,0,0,0,0,0,1,0,"Tyrannidae","Passeriformes","AVIBASE-F219499B",18,7,8,3,8,11.8,7.1,3.8,3.6,16.9,60,11.3,47.8,19,55.3,11.5,"Dunning","NA","NO","NA","NA","Forest",2,"3","Omnivore","Invertivore","Insessorial"
"Myiophobus fasciatus",0,0,0,0,0,0,0,1,0,0,"Tyrannidae","Passeriformes","AVIBASE-83BB46D7",39,12,13,14,8,13.6,7.4,5.1,3.6,16.5,59.1,10.9,48.4,18.4,54.2,9.9,"Dunning","NA","NO","NA","NA","Shrubland",2,"3","Carnivore","Invertivore","Insessorial"
"Myrmecocichla aethiops",1,0,0,0,0,0,0,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-E09F7223",11,3,6,2,4,23.3,13.7,5.1,6.7,35.1,111.7,17.3,94.3,15.4,73.1,56.6,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Terrestrial"
"Myrmecocichla formicivora",0,0,0,0,0,0,1,0,0,0,"Muscicapidae","Passeriformes","AVIBASE-400A83B9",15,8,7,0,4,22.2,13.5,5.2,5.7,33.1,95.8,19.2,76.4,20.1,57.2,41.6,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Invertivore","Generalist"
"Nectarinia famosa",0,0,0,0,0,0,1,0,0,0,"Nectariniidae","Passeriformes","AVIBASE-26F27894",8,4,4,0,4,31.1,25.8,3.9,3.2,15.7,68.8,14.3,54.4,20.7,82.2,14.4,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Omnivore","Omnivore","Insessorial"
"Neochmia phaeton",0,0,0,0,0,0,0,0,0,1,"Estrildidae","Passeriformes","AVIBASE-F8A8E284",9,4,5,0,4,11.8,8.1,5.7,7.1,15.1,50.7,6.9,44,13.6,61.8,10,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Granivore","Generalist"
"Neophema chrysostoma",0,0,0,0,0,0,0,0,0,1,"Psittaculidae","Psittaciformes","AVIBASE-DEEC38A7",5,2,3,0,4,14.1,11.2,7.6,12,14.8,104.8,45.1,61,42.6,125.4,46.1,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Herbivore","Granivore","Terrestrial"
"Neophema elegans",0,0,0,0,0,0,0,0,0,1,"Psittaculidae","Psittaciformes","AVIBASE-9E8F1FEB",5,2,3,0,4,13.3,10.5,7.3,12.1,15.4,108.4,47.2,60.8,43.8,120.2,43.4,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Herbivore","Granivore","Terrestrial"
"Neophema splendida",0,0,0,0,0,0,0,0,0,1,"Psittaculidae","Psittaciformes","AVIBASE-E26391B5",5,0,1,4,4,12.8,10.3,7,12.6,14.6,118,52.5,64.7,44.8,101.8,38.6,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Granivore","Terrestrial"
"Neophron percnopterus",1,1,1,0,0,0,1,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-6D3480A6",5,2,3,0,4,61.7,33,10.4,13.5,77.2,490.8,236,255,48,247.2,2082,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Omnivore","Scavenger","Generalist"
"Neotis denhami",1,0,0,0,0,0,0,0,0,0,"Otididae","Otidiformes","AVIBASE-4FDBC0CB",4,2,2,0,4,92.4,46.2,17.6,15.1,153.3,558.8,245.8,313,43.9,316.2,3970.2,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Carnivore","Omnivore","Terrestrial"
"Neotis ludwigii",0,0,0,0,0,0,1,0,0,0,"Otididae","Otidiformes","AVIBASE-FB9132DC",4,1,2,1,4,63.5,30.9,13.6,11.9,130.2,508.5,178.5,330,35.8,253.5,3260.9,"Dunning","NA","NO","NA","NA","Shrubland",3,"1","Omnivore","Omnivore","Terrestrial"
"Neotis nuba",1,0,0,0,0,0,0,0,0,0,"Otididae","Otidiformes","AVIBASE-22160251",4,0,1,3,3,55.1,31.1,12.2,12.3,118.9,422,187.3,234.7,44.9,264.2,5440,"Dunning","NA","NO","NA","NA","Desert",3,"1","Omnivore","Omnivore","Terrestrial"
"Neoxolmis rufiventris",0,0,0,0,0,0,0,0,1,0,"Tyrannidae","Passeriformes","AVIBASE-86F38EB3",5,2,3,0,4,23.6,13.2,5.9,5.7,36.2,151.8,60.5,86.6,41.1,91.3,77,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Invertivore","Insessorial"
"Nesoptilotis leucotis",0,0,0,0,0,0,0,0,0,1,"Meliphagidae","Passeriformes","AVIBASE-6897E78D",26,12,14,0,4,18.2,8.4,2.5,3.4,21.7,88.8,15.3,73.4,17.3,80.8,23.9,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Omnivore","Invertivore","Insessorial"
"Netta erythrophthalma",0,0,0,0,0,0,1,0,0,0,"Anatidae","Anseriformes","AVIBASE-36C0242E",5,2,2,1,4,45,32.6,19.5,13.5,33.6,208,93.1,114.7,44.8,52.4,780.4,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic"
"Netta peposaca",0,0,0,0,0,0,0,1,1,0,"Anatidae","Anseriformes","AVIBASE-03A3B616",6,3,3,0,4,61.3,36.5,21.5,14.3,37.6,230.7,102.5,128,44.5,62.2,1000,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic"
"Nettapus auritus",1,0,0,0,0,0,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-EC7C1618",5,2,3,0,4,27.8,18,10.8,12.4,24.8,149.6,65,83.2,43.8,66.2,266,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Omnivore","Herbivore aquatic","Aquatic"
"Nettapus coromandelianus",0,1,1,0,0,0,0,0,0,0,"Anatidae","Anseriformes","AVIBASE-90AAE188",6,3,2,1,4,26.6,16.7,11.1,10.2,23.6,158.5,69.2,88.3,43.9,64.5,391.3,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Herbivore","Herbivore aquatic","Aquatic"
"Nettapus pulchellus",0,0,0,0,0,0,0,0,0,1,"Anatidae","Anseriformes","AVIBASE-D040868F",5,2,3,0,4,27,18.4,11.4,11.3,25.7,168.8,74.4,92.8,44.5,63.2,307,"Dunning","NA","NO","NA","NA","Wetland",3,"1","Herbivore","Herbivore aquatic","Aquatic"
"Nilaus afer",1,0,0,0,0,0,1,0,0,0,"Malaconotidae","Passeriformes","AVIBASE-967545BC",11,2,9,0,4,18.5,10.3,4.7,5.3,21.3,77.5,17.6,59.8,22.8,49.6,19.1,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Carnivore","Invertivore","Insessorial"
"Ninox boobook",0,0,0,0,0,0,0,0,0,1,"Strigidae","Strigiformes","AVIBASE-AB4EA9A7",4,2,2,0,4,26.2,13.8,7.7,13.2,40.6,226.5,70.4,156.1,31.2,143,282.2,"Dunning","NA","NO","NA","NA","Forest",2,"2","Carnivore","Invertivore","Insessorial"
"Ninox connivens",0,0,0,0,0,0,0,0,0,1,"Strigidae","Strigiformes","AVIBASE-E7FB486F",5,0,2,3,4,33.8,19,11.9,18.5,49.2,298.6,107,199,35,178.7,578,"Dunning","NA","NO","NA","NA","Forest",2,"1","Carnivore","Vertivore","Insessorial"
"Nisaetus cirrhatus",0,0,1,0,0,0,0,0,0,0,"Accipitridae","Accipitriformes","AVIBASE-2C0FA6E3",5,2,3,0,4,49.9,25.8,12.6,21.7,97.7,414.6,115.8,298.5,27.9,289.8,1475.1,"Dunning","NA","NO","NA","NA","Forest",1,"1","Carnivore","Vertivore","Insessorial"
"Northiella haematogaster",0,0,0,0,0,0,0,0,0,1,"Psittaculidae","Psittaciformes","AVIBASE-8AFC47C9",5,2,3,0,4,18.3,14.8,9.9,18.4,20.8,128.6,44.4,83.9,34.6,166.9,85.9,"Dunning","NA","NO","NA","NA","Woodland",2,"2","Herbivore","Omnivore","Insessorial"
"Nothoprocta pentlandii",0,0,0,0,0,0,0,1,0,0,"Tinamidae","Tinamiformes","AVIBASE-7A66539A",9,2,3,4,9,27.9,14.7,5.9,5.9,37,148.2,33.5,114.7,22.6,53.4,300.7,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Herbivore","Omnivore","Terrestrial"
"Nothura darwinii",0,0,0,0,0,0,0,0,1,0,"Tinamidae","Tinamiformes","AVIBASE-F7D16275",5,0,1,4,4,20.4,9.6,5.6,4.6,28.9,126.4,43.1,82.6,34.4,62.4,244.6,"Dunning","NA","NO","NA","NA","Grassland",2,"1","Herbivore","Omnivore","Terrestrial"
"Nothura maculosa",0,0,0,0,0,0,0,0,1,0,"Tinamidae","Tinamiformes","AVIBASE-03C3DDFB",11,4,3,4,8,19.7,9.2,5.8,5.2,34.7,124.1,30.9,93.6,24.7,42.5,257.5,"Dunning","NA","NO","NA","NA","Grassland",2,"1","Herbivore","Omnivore","Terrestrial"
"Numenius americanus",0,0,0,0,1,1,0,0,0,0,"Scolopacidae","Charadriiformes","AVIBASE-5284C27B",4,2,2,0,4,164,141.5,7.6,8.9,84.5,266.8,132.6,134.2,49.7,94.8,583.9,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Omnivore","Terrestrial"
"Numenius arquata",1,1,1,1,0,0,0,0,0,0,"Scolopacidae","Charadriiformes","AVIBASE-3BB5CBA6",9,4,4,1,4,145.8,122.5,8.9,9.7,82.7,292.2,155.9,137.2,53.2,111.3,803,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Aquatic predator","Terrestrial"
"Numenius madagascariensis",0,0,0,1,0,0,0,0,0,0,"Scolopacidae","Charadriiformes","AVIBASE-DAF8F22B",5,2,3,0,4,184.2,149.2,9.5,10.5,93.2,305.2,166.2,137.2,54.7,114.2,792,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial"
"Numenius minutus",0,0,0,1,0,0,0,0,0,1,"Scolopacidae","Charadriiformes","AVIBASE-C00E1EB8",5,2,3,0,4,46.4,33.2,4.2,4.7,47.6,175,99.5,77.8,56.1,75.6,173,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Aquatic predator","Terrestrial"
"Numenius phaeopus",1,1,0,1,1,1,0,1,1,1,"Scolopacidae","Charadriiformes","AVIBASE-F9305BAA",10,5,5,0,4,92.1,67.1,6.6,7.7,59.9,233,123.4,107,53.5,99.8,364.6,"Dunning","NA","NO","NA","NA","Grassland",3,"3","Carnivore","Omnivore","Terrestrial"
"Numida meleagris",1,1,0,0,1,0,1,0,0,0,"Numididae","Galliformes","AVIBASE-1044B438",10,5,5,0,4,26.1,17.6,11.8,13.8,67.3,253.8,51.5,200.1,20.4,138.4,1299,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Herbivore","Omnivore","Terrestrial"
"Nycticorax caledonicus",0,0,0,0,0,0,0,0,0,1,"Ardeidae","Pelecaniformes","AVIBASE-FDD00863",5,2,2,1,4,81.7,56.6,14.4,20.4,84.3,300,90.4,213.4,29.8,110.6,856,"Dunning","NA","NO","NA","NA","Wetland",3,"2","Carnivore","Aquatic predator","Terrestrial"
"Nycticorax nycticorax",1,1,1,1,1,1,1,1,1,0,"Ardeidae","Pelecaniformes","AVIBASE-6BB94D7E",10,4,4,2,4,80.5,56.7,12.1,18.6,69.2,285.7,92.7,187.8,33.1,95.8,810,"Dunning","NA","NO","NA","NA","Wetland",3,"3","Carnivore","Aquatic predator","Terrestrial"
"Nycticryphes semicollaris",0,0,0,0,0,0,0,0,1,0,"Rostratulidae","Charadriiformes","AVIBASE-585E1D52",8,4,4,0,4,42.7,34.1,3.6,5.5,33.5,102.9,31.8,69.7,31.4,46.4,76.6,"Dunning","NA","NO","NA","NA","Wetland",1,"2","Omnivore","Aquatic predator","Terrestrial"
"Nymphicus hollandicus",0,1,0,0,1,0,0,0,0,1,"Cacatuidae","Psittaciformes","AVIBASE-FDAEA60A",7,2,5,0,4,17.7,14.1,8.7,15.8,14.8,167.3,83.8,81.8,50.6,165.9,94.6,"Dunning","NA","NO","NA","NA","Grassland",3,"2","Herbivore","Granivore","Terrestrial"
"Oceanites gracilis",0,0,0,0,0,0,0,1,0,0,"Oceanitidae","Procellariiformes","AVIBASE-934FEF66",5,2,3,0,4,13,5.3,1.8,2.8,29.6,133.4,79.4,54.4,59.3,55.8,16.7,"Dunning","NA","NO","NA","NA","Marine",3,"2","Carnivore","Aquatic predator","Aerial"
"Oceanites oceanicus",0,0,0,0,0,0,0,0,1,0,"Oceanitidae","Procellariiformes","AVIBASE-D295D249",5,2,3,0,4,16.3,7.1,2.9,3.8,34.9,147.2,86.6,61.2,58.6,66,30.4,"Dunning","NA","NO","NA","NA","Marine",3,"3","Carnivore","Aquatic predator","Aerial"
"Ochthoeca leucophrys",0,0,0,0,0,0,0,1,0,0,"Tyrannidae","Passeriformes","AVIBASE-C0949BA5",9,4,5,0,4,14.8,8.7,3.7,3.5,21.8,75.7,13.5,62.2,17.8,68.1,13.1,"Dunning","NA","NO","NA","NA","Shrubland",2,"1","Carnivore","Invertivore","Insessorial"
"Ocyceros birostris",0,0,1,0,0,0,0,0,0,0,"Bucerotidae","Bucerotiformes","AVIBASE-FD5AD57F",9,5,4,0,4,97,80,22.5,29.1,47.6,212.3,43.8,160.5,21.4,258.3,375,"Dunning","NA","NO","NA","NA","Woodland",2,"1","Herbivore","Frugivore","Insessorial"
"Ocyphaps lophotes",0,1,0,0,0,0,0,0,0,1,"Columbidae","Columbiformes","AVIBASE-245D312A",5,2,3,0,4,17.7,9.2,4.2,4.3,26.4,160.6,64.1,96.2,40,134.4,204,"Dunning","NA","NO","NA","NA","Grassland",3,"1","Herbivore","Omnivore","Terrestrial"
